year,kind,rating,vote,runtime,genre1,genre2,country1,country2,language1,language2,cast1,cast2,director1,director2,composer1,composer2,writer1,writer2
2002,movie,6.2,1493.0,60.0,Comedy, Crime,United Kingdom,None,English,None,Glenn Mulhern, Brendan Mackey,Lab Ky Mo,None,Stephen W. Parsons,None,Lab Ky Mo,None
1993,video movie,8.5,191.0,23.0,Documentary, Music,United Kingdom,None,English,None,Tony Banks, Phil Collins,James Yukich,None,Unknown,None,Unknown,None
1979,tv series,7.4,58.0,31.0,Mystery,None,United Kingdom,None,English,None,Mike Gwilym, Mick Ford,Unknown,None,Unknown,None,Terence Feely, Terence Feely
2004,video movie,4.6,75.0,65.0,Documentary, War,United States,None,English,None,Mark Taylor, Ted Kennedy,David Wald,None,Unknown,None,Rob Cartee,None
1984,movie,7.5,1532.0,25.0,Drama, Music,France, Italy,French,None,Julia Migenes, Plácido Domingo,Francesco Rosi,None,Unknown,None,Henri Meilhac, Ludovic Halévy
2002,movie,5.5,5850.0,51.0,Action, Crime,France, United Kingdom,English,None,Stephen Dorff, Natasha Henstridge,Gérard Pirès,None,Andy Gray,None,Mark Ezra, Mark Ezra
1993,tv movie,5.7,370.0,30.0,Comedy, Drama,United States,None,English,None,John Ritter, Polly Draper,Michael Miller,None,David Shire,None,Danielle Steel, Jan Worthington
1976,movie,6.6,19667.0,134.0,Drama, Romance,Japan, France,Japanese,None,Tatsuya Fuji, Eiko Matsuda,Nagisa Ôshima,None,Minoru Miki,None,Kôji Wakamatsu, Nagisa Ôshima
1999,movie,6.0,3284.0,169.0,Drama, History,Poland, France,Polish,None,Boguslaw Linda, Daniel Olbrychski,Andrzej Wajda,None,Wojciech Kilar,None,Adam Mickiewicz, Jan Nowina-Zarzycki
2001,video movie,4.6,1144.0,97.12636815920398,Action, Crime,United States,None,English,None,Treat Williams, Angie Everhart,Robert Radler,None,Stephen Edwards,None,Roy Frumkes, Dan Gurskis
1987,movie,8.0,67916.0,60.0,Drama, Fantasy,West Germany, France,German, English,Bruno Ganz, Solveig Dommartin,Wim Wenders,None,Jürgen Knieper,None,Wim Wenders, Peter Handke
1966,movie,5.5,5148.0,61.0,Action, Adventure,Japan,None,Japanese,None,Akira Takarada, Kumi Mizuno,Jun Fukuda,None,Masaru Satô,None,Shinichi Sekizawa,None
1998,movie,7.8,809.0,58.0,Documentary, Biography,United States,None,English,None,Edward Herrmann, Philip Bosco,Ken Burns, Lynn Novick,Unknown,None,Geoffrey C. Ward,None
2002,video movie,2.4,417.0,241.0,Action, Horror,Australia,None,English,None,Kelly Dolen, David W. Allen,David W. Allen, Kelly Dolen,Unknown,None,David W. Allen, Kelly Dolen
2004,movie,6.8,56.0,106.0,Documentary, Comedy,Unknown,None,English,None,George Lopez,None,Paul Miller,None,Unknown,None,George Lopez,None
1998,movie,7.3,973.0,104.0,Comedy,None,United States,None,English,None,Dana Carvey, David Spade,Unknown,None,Unknown,None,Dana Carvey, Mike Myers
1999,movie,5.1,13301.0,154.0,Comedy, Family,United States,None,English,None,Christopher Lloyd, Jeff Daniels,Donald Petrie,None,John Debney,None,John L. Greene, Sherri Stoner
2000,tv mini series,8.3,18147.0,155.0,Adventure, Comedy,United Kingdom, Germany,English,None,Dianne Wiest, Daniel Lapaine,Unknown,None,Unknown,None,Simon Moore,None
2004,video movie,7.7,31.0,110.0,Family,None,United States, United Kingdom,Spanish, English,Dean Wendt, Patrick McAlister,Steve Kemsley, Jim Rowley,Unknown,None,Stephen White, Simon Nicholson
2002,tv series,7.3,4265.0,103.0160642570281,Animation, Comedy,Japan,None,Japanese, English,Rie Tanaka, Crispin Freeman,Unknown,None,Unknown,None,Clamp, Clamp
2001,movie,7.9,25554.0,51.0,Animation, Drama,Japan,None,Japanese, English,Miyoko Shôji, Mami Koyama,Satoshi Kon,None,Susumu Hirasawa,None,Satoshi Kon, Sadayuki Murai
1995,episode,9.1,2399.0,90.0,Drama,None,United Kingdom, France,English,None,Colm Wilkinson, Philip Quast,Paul Kafno, Gavin Taylor,Unknown,None,Alain Boublil, Claude-Michel Schönberg
2003,episode,7.7,22.0,88.0,Documentary,None,Unknown,None,Unknown,None,John Littlefield,None,Unknown,None,Claudio Ragazzi,None,Ed Fields, Alan Lindgren
1996,movie,6.5,1656.0,88.0,Comedy, Romance,Spain, France,Spanish,None,Ana Belén, Juanjo Puigcorbé,Manuel Gómez Pereira,None,Bernardo Bonezzi,None,Yolanda García Serrano, Manuel Gómez Pereira
2002,movie,5.6,385.0,83.0,Animation, Action,Japan,None,Japanese,None,Motoko Kumai, Houko Kuwashima,Toshinori Fukushima, Itsuki Imazaki,Unknown,None,Takao Aoki, Yoshifumi Fukushima
1997,movie,6.5,101046.0,116.0,Adventure, Comedy,United Kingdom, United States,English,None,Rowan Atkinson, Peter MacNicol,Mel Smith,None,Howard Goodall,None,Rowan Atkinson, Richard Curtis
2003,movie,3.1,1357.0,84.0,Adventure, Comedy,United States,None,English,None,Cole Sprouse, Dylan Sprouse,Sydney J. Bartholomew Jr.,None,William Goodrum,None,Sydney J. Bartholomew Jr., Lori Sebourn
2002,movie,7.4,28156.0,8.0,Biography, Drama,Australia,None,English, Aboriginal,Everlyn Sampi, Tianna Sansbury,Phillip Noyce,None,Peter Gabriel,None,Doris Pilkington, Christine Olsen
2001,movie,7.6,120.0,101.0,Documentary, History,Israel, Palestinian Territories,Hebrew, Arabic,Unknown,None,Raanan Alexandrowicz,None,Muhssein Abep Al Hamio, Ehud Banai,Unknown,None
1984,movie,7.6,906.0,91.0,Documentary,None,Sweden,None,Swedish,None,Daniel Bergman, Ingmar Bergman,Ingmar Bergman,None,Unknown,None,Ingmar Bergman,None
2000,episode,7.2,67.0,96.08333333333333,Documentary, Biography,Unknown,None,Unknown,None,Sarah Chang, Jimmy Connors,Karen Thomas,None,Rosemary Fishel,None,Karen Gilmour, Karen Thomas
1992,tv series,9.0,93363.0,103.0160642570281,Animation, Action,United States,None,English,None,Kevin Conroy, Efrem Zimbalist Jr.,Unknown,None,Unknown,None,Bob Kane, Eric Radomski
2005,video movie,8.1,121.0,126.0,Documentary, Short,United States, New Zealand,English,None,Clyde Brown, Eric Gruendemann,Unknown,None,Unknown,None,Unknown,None
1971,movie,6.7,1364.0,142.0,Drama, Fantasy,United States,None,None,None,Don Brooks, Bobby Kendall,James Bidgood,None,Unknown,None,James Bidgood,None
1998,tv series,7.1,186.0,76.0,Animation, Action,Japan,None,Japanese,None,Takumi Yamazaki, Maaya Sakamoto,Unknown,None,Unknown,None,Ayana Itsuki, Toji Gobu
1959,tv series,9.0,75773.0,97.0,Drama, Fantasy,United States,None,Unknown,None,Rod Serling, Robert McCord,Unknown,None,Unknown,None,Rod Serling, Rod Serling
1985,movie,7.6,23.0,143.0,Documentary, Music,United Kingdom,None,English,None,Rubén Blades, Seis del Solar,Robert Mugge,None,Unknown,None,Robert Mugge,None
1989,tv series,6.5,8365.0,103.0160642570281,Comedy, Drama,United States,None,English,None,Neil Patrick Harris, Max Casella,Unknown,None,Unknown,None,Steven Bochco, Steven Bochco
2003,movie,6.8,466400.0,180.0,Action, Sci-Fi,United States,None,English, French,Mary Alice, Tanveer K. Atwal,Lana Wachowski, Lilly Wachowski,Don Davis,None,Lilly Wachowski, Lana Wachowski
1997,movie,8.4,364432.0,108.0,Animation, Action,Japan,None,Japanese,None,Billy Crudup, Billy Bob Thornton,Hayao Miyazaki,None,Joe Hisaishi,None,Hayao Miyazaki, Neil Gaiman
1998,movie,8.1,61463.0,96.82821118991332,Drama, Music,Italy,None,English, French,Tim Roth, Pruitt Taylor Vince,Giuseppe Tornatore,None,Ennio Morricone,None,Alessandro Baricco, Giuseppe Tornatore
1997,movie,8.3,868.0,110.0,Comedy,None,United States,None,English,None,George Carlin,None,Rocco Urbisci,None,Unknown,None,George Carlin,None
1988,movie,8.2,1943.0,90.0,Documentary, Comedy,United States,None,English,None,George Carlin, Robert N. Altman,Bruce Gowers, Rocco Urbisci,Unknown,None,George Carlin,None
2002,tv movie,7.1,165.0,97.0,Documentary,None,United Kingdom, Germany,English,None,Abdalla Mahmoud, Hisham Abdullah,Jonathan Stamp,None,Jonathan Cooper, Martyn Swain,Steve Manuel, Jonathan Stamp
1992,tv mini series,7.0,521.0,91.0,Drama, Romance,United States,None,English,None,Annette OToole, Anthony Andrews,Unknown,None,Unknown,None,Jonathan Estrin, Shelley List
2001,movie,7.3,8963.0,143.0,Drama, Romance,Italy, France,Italian, Turkish,Margherita Buy, Stefano Accorsi,Ferzan Ozpetek,None,Andrea Guerra,None,Gianni Romoli, Ferzan Ozpetek
1999,tv movie,5.9,1567.0,70.0,Biography, Drama,United States, Canada,English,None,Helen Mirren, Eric Stoltz,Christopher Menaul,None,Jeff Beal,None,Barbara Branden, Howard Korder
2000,movie,6.7,6665.0,102.0,Action, Drama,India,None,Hindi, Urdu,Sanjay Dutt, Hrithik Roshan,Vidhu Vinod Chopra,None,Shankar Mahadevan, Loy Mendonsa,Vikram Chandra, Vidhu Vinod Chopra
2004,video movie,8.4,29.0,33.0,Music,None,United States,None,English,None,Tim Alexander, Les Claypool,Brian Myers,None,Unknown,None,Unknown,None
2003,episode,8.0,114.0,102.0,Drama,None,United States,None,English,None,Julie Andrews, Vivian Blaine,Chris Cohen,None,Unknown,None,Steven B. Hecht, Hildy Parks
2003,movie,8.7,81.0,60.0,Documentary, Comedy,Unknown,None,Unknown,None,Mitch Hedberg,None,Unknown,None,Unknown,None,Unknown,None
2005,video movie,3.5,464.0,50.0,Action, Drama,Bulgaria, Canada,English,None,Chris William Martin, Antonella Elia,Mark Roper,None,Jacqueline Loran,None,Darryl Anka, Tom Boyle
1995,movie,6.3,1958.0,118.0,Comedy, Drama,United Kingdom,None,English,None,Amanda Plummer, Kathy Jamieson,Michael Winterbottom,None,John Harle,None,Frank Cottrell Boyce, Frank Cottrell Boyce
2000,video movie,8.0,184.0,97.0,Documentary, Music,United States,None,English, Spanish,Carlos Santana, Carter Beauford,Unknown,None,Unknown,None,Unknown,None
2005,video movie,2.2,75.0,44.0,Action, Horror,United States,None,English,None,Allison Valentino, Rodney Jackson,Leon Hunter,None,Unknown,None,Leon Hunter,None
1969,movie,7.6,8868.0,60.0,Comedy, Drama,United Kingdom,None,English, Latin,Maggie Smith, Robert Stephens,Ronald Neame,None,Rod McKuen,None,Muriel Spark, Jay Presson Allen
1979,movie,7.6,450.0,93.0,Documentary, Music,United States,None,English, Mandarin,Isaac Stern, David Golub,Murray Lerner,None,Unknown,None,Unknown,None
2003,tv series,6.1,76.0,93.0,Animation, Action,Japan,None,Japanese,None,Yuuki Tai, Chris Patton,Unknown,None,Unknown,None,Katsuhiko Chiba, Katsuhiko Chiba
1998,movie,6.3,559.0,96.82821118991332,Drama, Family,Canada,None,English,None,Michael Ontkean, Leslie Hope,Michael Anderson,None,George Blondheim,None,Wilson Rawls, Greg Taylor
1988,movie,5.2,8667.0,96.0,Comedy, History,Australia,None,English,None,Yahoo Serious, Odile Le Clezio,Yahoo Serious,None,Martin Armiger, William Motzing,Yahoo Serious, David Roach
2003,tv movie,5.1,283.0,83.0,Crime, Drama,Canada, United States,English,None,Cynthia Gibb, Gordon Currie,Charles Wilkinson,None,Michael Richard Plowman,None,Carl Binder, John Benjamin Martin
1999,tv series,7.5,2029.0,57.0,Sci-Fi, Animation,United States, Canada,English,None,Nicholas Guest, Bill Fagerbakke,Unknown,None,Unknown,None,Robert A. Heinlein, Robert A. Heinlein
2005,video movie,5.5,86.0,182.0,Documentary,None,United States,None,English,None,Travis Barker, Warren G,Method Man,None,Craig Stuart Garfinkle,None,Unknown,None
1995,movie,7.5,9557.0,97.0,Comedy, Drama,India,None,Hindi,None,Urmila Matondkar, Aamir Khan,Ram Gopal Varma,None,A.R. Rahman,None,H. Banerjee, Sanjay Chhel
1996,episode,8.1,190.0,90.0,Crime, Drama,United Kingdom,None,English,None,Derek Jacobi, Michael Culver,Richard Stroud,None,Colin Towns,None,Christopher Russell, Edith Pargeter
1999,movie,6.9,1777.0,105.0,Comedy,None,Canada,None,English,None,Liane Balaban, Tara Spencer-Nairn,Allan Moyle,None,Geoff Bennett, Longo Hai,Tricia Fish,None
1963,movie,8.4,39523.0,40.0,Crime, Drama,Japan,None,Japanese,None,Toshirô Mifune, Tatsuya Nakadai,Akira Kurosawa,None,Masaru Satô,None,Hideo Oguni, Ryûzô Kikushima
2002,movie,4.5,1149.0,98.0,Action, Comedy,France, Spain,French,None,Olivia Bonamy, Adrià Collado,Julien Magnat,None,Kenji Kawai,None,Stéphane Kazandjian, Julien Magnat
2003,video movie,8.8,30.0,97.12636815920398,Documentary, Music,United States,None,English,None,Ron Blair, Jon Brion,Martyn Atkins, Keith Hobelman,Tom Petty,None,Unknown,None
1997,tv series,6.5,37.0,92.0,Animation, Comedy,Japan,None,Japanese,None,Garry Carbone, Amanda Goodman,Unknown,None,Unknown,None,Satoru Akahori, Satoru Akahori
1983,movie,6.7,4735.0,6.0,Action, Comedy,Hong Kong,None,Cantonese,None,Sammo Kam-Bo Hung, John Sham,Sammo Kam-Bo Hung,None,Chris Babida, Frankie Chan,Sammo Kam-Bo Hung, Barry Wong
1959,tv series,9.0,75773.0,14.0,Drama, Fantasy,United States,None,Unknown,None,Rod Serling, Robert McCord,Unknown,None,Unknown,None,Rod Serling, Rod Serling
1974,tv movie,7.9,2000.0,115.0,Drama, History,United States,None,English,None,Cicely Tyson, Eric Brown,John Korty,None,Fred Karlin,None,Tracy Keenan Wynn, Ernest J. Gaines
1996,movie,6.8,941.0,98.0,Animation, Drama,Japan,None,Japanese,None,Hiroshi Fujioka, Kirk Thornton,Osamu Dezaki,None,Eiji Kawamura,None,Osamu Dezaki, Udo Lindenberg
1986,movie,6.4,1739.0,88.0,Biography, Comedy,United States,None,English,None,Richard Pryor, Debbie Allen,Richard Pryor,None,Herbie Hancock,None,Rocco Urbisci, Paul Mooney
1998,movie,5.9,5760.0,32.0,Drama, Mystery,United States,None,English,None,Matthew Lillard, Michael Vartan,Dan Rosen,None,Shark,None,Dan Rosen,None
1995,movie,7.1,5444.0,95.0,Crime, Drama,France, China,Mandarin,None,Gong Li, Baotian Li,Yimou Zhang,None,Guangtian Zhang,None,Feiyu Bi, Li Xiao
1983,tv movie,7.6,3019.0,89.0,Drama, History,United States, United Kingdom,English, German,Gregory Peck, Christopher Plummer,Jerry London,None,Ennio Morricone,None,J.P. Gallagher, David Butler
1974,movie,5.9,1536.0,240.0,Horror,None,United Kingdom,None,English,None,Barbara Markham, Patrick Barr,Pete Walker,None,Stanley Myers,None,David McGillivray, Pete Walker
1943,movie,6.3,596.0,110.0,Romance, Comedy,United States,None,English,None,Red Skelton, Eleanor Powell,Vincente Minnelli,None,Daniele Amfitheatrof, George Bassman,Sig Herzig, Fred Saidy
1976,tv series,3.8,406.0,90.0,Comedy, Music,United States,None,English,None,Florence Henderson, Robert Reed,Unknown,None,Unknown,None,Steve Bluestein, Ronny Graham
2001,tv series,6.9,26259.0,113.0,Comedy, Family,United States,None,English,None,Damon Wayans, Tisha Campbell,Unknown,None,Unknown,None,Don Reo, Don Reo
1992,video movie,7.8,213.0,97.12636815920398,Music,None,United Kingdom,None,English,None,Morrissey, Craig Gannon,Richard Levine, Tim Broad,Unknown,None,Unknown,None
2000,movie,5.8,2477.0,30.0,Action, Comedy,Hong Kong,None,Cantonese, Japanese,Tony Chiu-Wai Leung, Ekin Cheng,Jingle Ma,None,Peter Kam,None,Susan Chan, Felix Chong
1967,movie,7.0,9899.0,96.82821118991332,Horror, Mystery,United Kingdom, Japan,English,None,James Donald, Andrew Keir,Roy Ward Baker,None,Tristram Cary,None,Nigel Kneale, Nigel Kneale
2005,tv movie,6.8,184.0,360.0,Animation, Action,United States,None,English,None,Debi Derryberry, Mark DeCarlo,Keith Alcorn,None,Hamilton Altstatt,None,John A. Davis, Jed Spingarn
2004,video movie,4.3,6.0,109.0,Crime, Horror,United States,None,English,None,Alice Cooper, Ewan McGregor,Michael Harvkey, Michael Horowitz,Unknown,None,Unknown,None
1967,movie,6.1,2702.0,93.0,Fantasy, Horror,United Kingdom,None,English,None,Jack Palance, Burgess Meredith,Freddie Francis,None,Don Banks, James Bernard,Robert Bloch,None
1993,movie,7.4,13279.0,103.0,Comedy, Crime,Australia, Italy,English,None,Nicholas Hope, Claire Benito,Rolf de Heer,None,Graham Tardif,None,Rolf de Heer,None
1980,episode,6.5,361.0,91.0,Adventure, Drama,United Kingdom,None,English,None,Tom Baker, Lalla Ward,Lovett Bickford,None,Unknown,None,David Fisher, Sydney Newman
2003,tv series,7.3,409.0,103.0,Animation, Action,Canada, United States,English,None,Cusse Mankuma, Michael Benyaer,Unknown,None,Unknown,None,Ian Richter, Mark Edward Edens
2002,movie,6.2,1615.0,24.0,Comedy, Drama,Spain,None,Spanish, Czech,Leonor Watling, Rosa Maria Sardà,Daniela Féjerman, Inés París,Juan Bardem,None,Daniela Féjerman, Inés París
1999,movie,2.0,2655.0,88.0,Comedy,None,United States,None,English,None,Barbara Snellenburg, Rebekah Chaney,Vince Offer,None,Danny Rotter, David Rotter,Vince Offer, Dante
1971,movie,6.8,2192.0,102.0,Comedy, Drama,West Germany, Italy,Italian, German,Lou Castel, Eddie Constantine,Rainer Werner Fassbinder,None,Peer Raben,None,Rainer Werner Fassbinder,None
2003,movie,6.0,155.0,95.0,Animation, Action,Canada,None,English,None,Norm Spencer, Joseph Motiki,Ron Pitts,None,Amin Bhatia,None,Brent Piaskoski,None
1993,movie,7.7,27102.0,160.0,Crime, Drama,India,None,Hindi,None,Shah Rukh Khan, Kajol,Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla,Anu Malik, Shyam-Surender,Robin Bhatt, Akash Khurana
2002,tv movie,7.0,152.0,109.0,Documentary, History,United States,None,English,None,Robert D. Barr, Barbara Bush,Peter Schnall,None,Michael Whalen,None,Don Campbell,None
2002,tv movie,5.7,354.0,100.0,Documentary, Biography,United States,None,English,None,Art Modell, Walter Beach,Spike Lee,None,Terence Blanchard,None,Unknown,None
1992,tv mini series,7.4,2535.0,101.0,Biography, Crime,Canada, United States,English,None,Brian Dennehy, Michael Riley,Unknown,None,Unknown,None,Jud Kinberg,None
1990,episode,7.3,449.0,93.0,Comedy, Sci-Fi,United States,None,English,None,Trace Beaulieu, Joel Hodgson,Jim Mallon,None,Unknown,None,Joel Hodgson, Michael J. Nelson
1994,tv movie,6.6,468.0,90.0,Action, Western,United States,None,English,None,Kelly Preston, Bo Hopkins,Mark Griffiths,None,Arthur Kempel,None,Michael B. Druxman,None
2004,movie,7.7,21534.0,30.0,Drama, Romance,United Kingdom,None,English, British Sign Language,Emily Mortimer, Jack McElhone,Shona Auerbach,None,Alex Heffes,None,Andrea Gibb,None
2003,video movie,7.7,29.0,92.0,Music,None,United Kingdom, United States,English,None,Julian Arguelles, Chris Barber,Unknown,None,Unknown,None,Unknown,None
1999,video movie,5.8,124.0,91.0,Short, Music,United States,None,English, Spanish,Ricky Martin,None,Nigel Dick, Gustavo Adrian Garzon,Unknown,None,Unknown,None
1977,movie,6.5,232.0,24.0,Action, Adventure,Taiwan, Hong Kong,Mandarin,None,Jimmy Wang Yu, Fei Lung,Jimmy Wang Yu,None,Unknown,None,Long Gu,None
2001,movie,6.4,4106.0,100.0,Comedy, Crime,United States, Canada,English,None,Christian Slater, Tim Allen,Chris Ver Wiel,None,Randy Edelman,None,Chris Ver Wiel,None
2002,movie,7.9,2581.0,84.0,Documentary, Comedy,United States,None,English,None,Will Ferrell, Sean Bennett,Beth McCarthy-Miller, Stacey Foster,Unknown,None,Matt Piedmont,None
1980,movie,4.6,17.0,105.0,Action, Drama,Hong Kong, China,Mandarin,None,Li-Li Chiang, Yu-Lung Hsiao,Yang Kao,None,Unknown,None,Unknown,None
2003,movie,7.2,33.0,107.0,Drama, Sci-Fi,United States,None,English,None,Rachel Harker, MacKenzie Nimmo,John Stimpson,None,Ed Grenga,None,John Stimpson,None
1991,movie,5.7,6796.0,60.0,Comedy, Drama,United States,None,English,None,Kevin Bacon, Elizabeth Perkins,Ken Kwapis, Marisa Silver,Miles Goodman,None,Brian Hohlfeld,None
2000,movie,8.1,136327.0,63.0,Drama, Romance,Hong Kong, China,Cantonese, Shanghainese,Maggie Cheung, Tony Chiu-Wai Leung,Kar-Wai Wong,None,Michael Galasso, Shigeru Umebayashi,Kar-Wai Wong,None
1965,movie,7.6,8157.0,80.0,Comedy, Romance,Czechoslovakia,None,Czech,None,Hana Brejchová, Vladimír Pucholt,Milos Forman,None,Eugen Illin,None,Milos Forman, Milos Forman
1990,video movie,7.1,34.0,89.0,Short, Music,United States,None,English,None,Michael Stipe, Mike Mills,Jem Cohen, Eric Darnell,Unknown,None,Unknown,None
2000,movie,6.4,2176.0,101.0,Comedy, Drama,Australia, France,English,None,David Wenham, Susie Porter,Jonathan Teplitzky,None,David Hirschfelder,None,Jonathan Teplitzky,None
1951,movie,5.9,491.0,112.0,Western,None,United States,None,English,None,Ronald Reagan, Rhonda Fleming,Lewis R. Foster,None,Lucien Cailliet,None,Daniel Mainwaring, George Worthing Yates
1995,tv movie,5.0,508.0,90.0,Sci-Fi, Thriller,Canada,None,English,None,Markie Post, Stephen McHattie,Jorge Montesi,None,Micky Erbe, Maribeth Solomon,Michael J. Murray,None
1994,movie,6.6,1961.0,105.0,Crime, Drama,Spain,None,Spanish,None,Carmelo Gómez, Ruth Gabriel,Imanol Uribe,None,José Nieto,None,Imanol Uribe, Juan Madrid
2003,tv movie,6.8,248.0,44.0,Documentary, History,United States,None,English,None,Robert Goldberg, John F. Kennedy,Mark Obenhaus,None,Frank Ferrucci,None,Edward Gray, Mark Obenhaus
